cv	name	description	dbxref	is_obsolete	is_relationship
NCBI-BioSample-Packages-Attributes	total dissolved nitrogen	total dissolved nitrogen concentration, reported as nitrogen, measured by: total dissolved nitrogen = NH4 + NO3NO2 + dissolved organic nitrogen	NULL	0	0
NCBI-BioSample-Packages-Attributes	biomaterial provider	name and address of the lab or PI, or a culture collection identifier	NULL	0	0
NCBI-BioSample-Packages-Attributes	subgroup	Taxonomy below subspecies; sometimes used in viruses to denote subgroups taken from a single isolate.	NULL	0	0
NCBI-BioSample-Packages-Attributes	chemical oxygen demand	a measure of the relative oxygen-depletion effect of a waste contaminant	NULL	0	0
NCBI-BioSample-Packages-Attributes	crop rotation	whether or not crop is rotated, and if yes, rotation schedule	NULL	0	0
NCBI-BioSample-Packages-Attributes	host blood pressure diastolic	resting diastolic blood pressureof the host, measured as mm mercury	NULL	0	0
NCBI-BioSample-Packages-Attributes	population	for human: ; for plants: filial generation, number of progeny, genetic structure	NULL	0	0
NCBI-BioSample-Packages-Attributes	birth control	specification of birth control medication used	NULL	0	0
NCBI-BioSample-Packages-Attributes	carbapenemase	Does the enzyme exhibit carbapenemase activity? If the enzyme does exhibit carbapenemase activity, the response should be "yes", otherwise "no."	NULL	0	0
NCBI-BioSample-Packages-Attributes	tillage	note method(s) used for tilling	NULL	0	0
NCBI-BioSample-Packages-Attributes	body product	substance produced by the body, e.g. stool, mucus, where the sample was obtained from	NULL	0	0
NCBI-BioSample-Packages-Attributes	host growth conditions	literature reference giving growth conditions of the host	NULL	0	0
NCBI-BioSample-Packages-Attributes	growth media	information about growth media for growing the plants or tissue cultured samples	NULL	0	0
NCBI-BioSample-Packages-Attributes	horizon method	reference or method used in determining the horizon	NULL	0	0
NCBI-BioSample-Packages-Attributes	fetal health status	specification of foetal health status, should also include abortion	NULL	0	0
NCBI-BioSample-Packages-Attributes	pH	pH measurement	NULL	0	0
NCBI-BioSample-Packages-Attributes	total phosphorus	total phosphorus concentration, calculated by: total phosphorus = total dissolved phosphorus + particulate phosphorus. Can also be measured without filtering, reported as phosphorus	NULL	0	0
NCBI-BioSample-Packages-Attributes	sexual activity	current sexual partner and frequency of sex	NULL	0	0
NCBI-BioSample-Packages-Attributes	texture	the relative proportion of different grain sizes of mineral particles in a soil, as described using a standard system; express as % sand (50 um to 2 mm), silt (2 um to 50 um), and clay (&lt;2 um) with textural name (e.g., silty clay loam) optional.	NULL	0	0
NCBI-BioSample-Packages-Attributes	trophic level	Feeding position in food chain (eg., chemolithotroph)	NULL	0	0
NCBI-BioSample-Packages-Attributes	pollutants	pollutant types and, amount or concentrations measured at the time of sampling; can report multiple pollutants by entering numeric values preceded by name of pollutant	NULL	0	0
NCBI-BioSample-Packages-Attributes	risk group		NULL	0	0
NCBI-BioSample-Packages-Attributes	suspended particulate matter	concentration of suspended particulate matter	NULL	0	0
NCBI-BioSample-Packages-Attributes	seasonal environment	treatment involving an exposure to a particular season (e.g. winter, summer, rabi, rainy etc.)	NULL	0	0
NCBI-BioSample-Packages-Attributes	dew point	temperature to which a given parcel of humid air must be cooled, at constant barometric pressure, for water vapor to condense into water.	NULL	0	0
NCBI-BioSample-Packages-Attributes	genotype	observed genotype	NULL	0	0
NCBI-BioSample-Packages-Attributes	morphology		NULL	0	0
NCBI-BioSample-Packages-Attributes	organic matter	concentration of organic matter	NULL	0	0
NCBI-BioSample-Packages-Attributes	biochemical oxygen demand	a measure of the relative oxygen-depletion effect of a waste contaminant	NULL	0	0
NCBI-BioSample-Packages-Attributes	total phosphate	total amount or concentration of phosphate	NULL	0	0
NCBI-BioSample-Packages-Attributes	smoker	specification of smoking status	NULL	0	0
NCBI-BioSample-Packages-Attributes	surface-air contaminant	contaminant identified on surface	NULL	0	0
NCBI-BioSample-Packages-Attributes	perturbation	type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types	NULL	0	0
NCBI-BioSample-Packages-Attributes	heavy metals	heavy metals present and concentrationsany drug used by subject and the frequency of usage; can include multiple heavy metals and concentrations	NULL	0	0
NCBI-BioSample-Packages-Attributes	fluorescence	raw or converted fluorescence of water	NULL	0	0
NCBI-BioSample-Packages-Attributes	downward PAR	visible waveband radiance and irradiance measurements in the water column	NULL	0	0
NCBI-BioSample-Packages-Attributes	host subject id	a unique identifier by which each subject can be referred to, de-identified, e.g. #131	NULL	0	0
NCBI-BioSample-Packages-Attributes	environment biome	descriptor of the broad ecological context of a sample. Examples include: desert, taiga, deciduous woodland, or coral reef. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO	NULL	0	0
NCBI-BioSample-Packages-Attributes	disease	list of diseases diagnosed; can include multiple diagnoses. the value of the field depends on host; for humans the terms should be chosen from DO (Disease Ontology), free text for non-human. For DO terms, please see http://gemina.svn.sourceforge.net/viewvc/gemina/trunk/Gemina/ontologies/gemina_symptom.obo?view=log	NULL	0	0
NCBI-BioSample-Packages-Attributes	beta-lactamase family	Specify the beta-lactamase family for this gene.	NULL	0	0
NCBI-BioSample-Packages-Attributes	gaseous substances	amount or concentration of substances such as hydrogen sulfide, carbon dioxide, methane, etc.; can include multiple substances	NULL	0	0
NCBI-BioSample-Packages-Attributes	pregnancy	date due of pregnancy	NULL	0	0
NCBI-BioSample-Packages-Attributes	surface temperature	temperature of the surface at the time of sampling	NULL	0	0
NCBI-BioSample-Packages-Attributes	collection date	Date of sampling, in "DD-Mmm-YYYY", "Mmm-YYYY" or "YYYY" format (eg., 30-Oct-1990, Oct-1990 or 1990) or ISO 8601 standard "YYYY-mm-dd", "YYYY-mm" or "YYYY-mm-ddThh:mm:ss" (eg., 1990-10-30, 1990-10 or 1990-10-30T14:41:36)	NULL	0	0
NCBI-BioSample-Packages-Attributes	host sex	Gender or physical sex of the host	NULL	0	0
NCBI-BioSample-Packages-Attributes	gynecological disorder	history of gynecological disorders; can include multiple disorders	NULL	0	0
NCBI-BioSample-Packages-Attributes	efficiency percent	percentage of volatile solids removed from the anaerobic digestor	NULL	0	0
NCBI-BioSample-Packages-Attributes	HIV status	HIV status of subject, if yes HAART initiation status should also be indicated as [YES or NO]	NULL	0	0
NCBI-BioSample-Packages-Attributes	local classification method	reference or method used in determining the local soil classification	NULL	0	0
NCBI-BioSample-Packages-Attributes	cell type	Type of cell of the sample or from which the sample was obtained.	NULL	0	0
NCBI-BioSample-Packages-Attributes	anamorph	Genus and species of the asexually reproducing stage of fungi - note that anamorph and teleomorph forms of the same taxon may have used taxonomic different names.	NULL	0	0
NCBI-BioSample-Packages-Attributes	atmospheric data	measurement of atmospheric data; can include multiple data	NULL	0	0
NCBI-BioSample-Packages-Attributes	sieving	collection design of pooled samples and/or sieve size and amount of sample sieved	NULL	0	0
NCBI-BioSample-Packages-Attributes	authority	Authority for the species identification.	NULL	0	0
NCBI-BioSample-Packages-Attributes	oxygenation status of sample	oxygenation status of sample	NULL	0	0
NCBI-BioSample-Packages-Attributes	health state	Health or disease status of sample at time of collection	NULL	0	0
NCBI-BioSample-Packages-Attributes	building setting	location (geography) where a building is set	NULL	0	0
NCBI-BioSample-Packages-Attributes	host height	the height of subject	NULL	0	0
NCBI-BioSample-Packages-Attributes	biological material	Identifier for the biological material from which the nucleic acid sequenced was obtained.	NULL	0	0
NCBI-BioSample-Packages-Attributes	water content of soil method	reference or method used in determining the water content of soil	NULL	0	0
NCBI-BioSample-Packages-Attributes	emulsions	amount or concentration of substances such as paints, adhesives, mayonnaise, hair colorants, emulsified oils, etc.; can include multiple emulsion types	NULL	0	0
NCBI-BioSample-Packages-Attributes	biospecimen repository	dbgap_public dictionary	NULL	0	0
NCBI-BioSample-Packages-Attributes	host description	Additional information not included in other defined vocabulary fields	NULL	0	0
NCBI-BioSample-Packages-Attributes	n alkanes	concentration of n-alkanes; can include multiple n-alkanes	NULL	0	0
NCBI-BioSample-Packages-Attributes	pH regimen	information about treatment involving exposure of plants to varying levels of pH of the growth media; can include multiple regimen	NULL	0	0
NCBI-BioSample-Packages-Attributes	host health state	Information regarding health state of the individual sampled at the time of sampling	NULL	0	0
NCBI-BioSample-Packages-Attributes	reference for biomaterial	Primary publication or genome report	NULL	0	0
NCBI-BioSample-Packages-Attributes	particulate organic nitrogen	concentration of particulate organic nitrogen	NULL	0	0
NCBI-BioSample-Packages-Attributes	chemical mutagen	treatment involving use of mutagens; should include the name of mutagen, amount administered, treatment duration, interval and total experimental duration; can include multiple mutagen regimens	NULL	0	0
NCBI-BioSample-Packages-Attributes	carbon monoxide	carbon monoxide (gas) amount or concentration at the time of sampling	NULL	0	0
NCBI-BioSample-Packages-Attributes	blood pressure diastolic	resting diastolic blood pressure, measured as mm mercury	NULL	0	0
NCBI-BioSample-Packages-Attributes	presence of pets or farm animals	specification of presence of pets or farm animals in the environment of subject, if yes the animals should be specified; can include multiple animals present	NULL	0	0
NCBI-BioSample-Packages-Attributes	amniotic fluid color	specification of the color of the amniotic fluid sample	NULL	0	0
NCBI-BioSample-Packages-Attributes	glucosidase activity	measurement of glucosidase activity	NULL	0	0
NCBI-BioSample-Packages-Attributes	carbon dioxide	carbon dioxide (gas) amount or concentration at the time of sampling	NULL	0	0
NCBI-BioSample-Packages-Attributes	breed	breed name - chiefly used in domesticated animals or plants	NULL	0	0
NCBI-BioSample-Packages-Attributes	antibiotic regimen	information about treatment involving antibiotic administration; should include the name of antibiotic, amount administered, treatment duration, interval and total experimental duration; can include multiple antibiotic regimens	NULL	0	0
NCBI-BioSample-Packages-Attributes	barometric pressure	force per unit area exerted against a surface by the weight of air above that surface	NULL	0	0
NCBI-BioSample-Packages-Attributes	agrochemical additions	addition of fertilizers, pesticides, etc. - amount and time of applications	NULL	0	0
NCBI-BioSample-Packages-Attributes	clone	Name for the clone or subculture from which the sample was taken.	NULL	0	0
NCBI-BioSample-Packages-Attributes	sulfide	concentration of sulfide	NULL	0	0
NCBI-BioSample-Packages-Attributes	occupant density at sampling	average number of occupants at time of sampling per square footage	NULL	0	0
NCBI-BioSample-Packages-Attributes	host disease outcome	Final outcome of disease, e.g., death, chronic disease, recovery	NULL	0	0
NCBI-BioSample-Packages-Attributes	soluble reactive phosphorus	concentration of soluble reactive phosphorus	NULL	0	0
NCBI-BioSample-Packages-Attributes	host wet mass	measurement of wet mass	NULL	0	0
NCBI-BioSample-Packages-Attributes	host substrate	the growth substrate of the host	NULL	0	0
NCBI-BioSample-Packages-Attributes	medical history performed	whether full medical history was collected	NULL	0	0
NCBI-BioSample-Packages-Attributes	miscellaneous parameter	any other measurement performed or parameter collected, that is not listed here	NULL	0	0
NCBI-BioSample-Packages-Attributes	ventilation type	ventilation system used in the sampled premises	NULL	0	0
NCBI-BioSample-Packages-Attributes	experimental factor	Variable aspect of experimental design	NULL	0	0
NCBI-BioSample-Packages-Attributes	particle classification	particles are classified, based on their size, into six general categories:clay, silt, sand, gravel, cobbles, and boulders; should include amount of particle preceded by the name of the particle type; can include multiple values	NULL	0	0
NCBI-BioSample-Packages-Attributes	chloride	concentration of chloride	NULL	0	0
NCBI-BioSample-Packages-Attributes	soluble inorganic material	concentration of substances such as ammonia, road-salt, sea-salt, cyanide, hydrogen sulfide, thiocyanates, thiosulfates, etc.	NULL	0	0
NCBI-BioSample-Packages-Attributes	Population Description	The full, unabbreviated population descriptor from the Coriell Institute	NULL	0	0
NCBI-BioSample-Packages-Attributes	climate environment	treatment involving an exposure to a particular climate; can include multiple climates	NULL	0	0
NCBI-BioSample-Packages-Attributes	links to additional analysis		NULL	0	0
NCBI-BioSample-Packages-Attributes	organic carbon	concentration of organic carbon	NULL	0	0
NCBI-BioSample-Packages-Attributes	life stage	description of life stage	NULL	0	0
NCBI-BioSample-Packages-Attributes	temperature	temperature of the sample at time of sampling	NULL	0	0
NCBI-BioSample-Packages-Attributes	subsource note		NULL	0	0
NCBI-BioSample-Packages-Attributes	organism modifier note		NULL	0	0
NCBI-BioSample-Packages-Attributes	host phenotype		NULL	0	0
NCBI-BioSample-Packages-Attributes	environmental package	MIGS/MIMS/MIENS extension for reporting of measurements and observations obtained from one or more of the environments where the sample was obtained. All environmental packages listed here are further defined in separate subtables. By giving the name of the environmental package, a selection of fields can be made from the subtables and can be reported	NULL	0	0
NCBI-BioSample-Packages-Attributes	aminopeptidase activity	measurement of aminopeptidase activity	NULL	0	0
NCBI-BioSample-Packages-Attributes	blood pressure systolic	resting systolic blood pressure, measured as mm mercury	NULL	0	0
NCBI-BioSample-Packages-Attributes	surface moisture pH	pH measurement of surface	NULL	0	0
NCBI-BioSample-Packages-Attributes	submitter-asserted type strain		NULL	0	0
NCBI-BioSample-Packages-Attributes	light intensity	measurement of light intensity	NULL	0	0
NCBI-BioSample-Packages-Attributes	menarche	date of most recent menstruation	NULL	0	0
NCBI-BioSample-Packages-Attributes	sample name	sample name in source database	NULL	0	0
NCBI-BioSample-Packages-Attributes	histological type	dbgap_public dictionary	NULL	0	0
NCBI-BioSample-Packages-Attributes	total inorganic nitrogen	total inorganic nitrogen content	NULL	0	0
NCBI-BioSample-Packages-Attributes	ethnicity	ethnicity of the subject	NULL	0	0
NCBI-BioSample-Packages-Attributes	variety		NULL	0	0
NCBI-BioSample-Packages-Attributes	primary production	measurement of primary production	NULL	0	0
NCBI-BioSample-Packages-Attributes	altitude	The altitude of the sample is the vertical distance between Earth's surface above Sea Level and the sampled position in the air.	NULL	0	0
NCBI-BioSample-Packages-Attributes	biospecimen repository sample id	dbgap_public dictionary	NULL	0	0
NCBI-BioSample-Packages-Attributes	magnesium	concentration of magnesium	NULL	0	0
NCBI-BioSample-Packages-Attributes	gravidity	whether or not subject is gravid, and if yes date due or date post-conception, specifying which is used	NULL	0	0
NCBI-BioSample-Packages-Attributes	cell subtype		NULL	0	0
NCBI-BioSample-Packages-Attributes	gap consent code	technical dictionary	NULL	0	0
NCBI-BioSample-Packages-Attributes	sulfate	concentration of sulfate	NULL	0	0
NCBI-BioSample-Packages-Attributes	hysterectomy	specification of whether hysterectomy was performed	NULL	0	0
NCBI-BioSample-Packages-Attributes	time since last wash	specification of the time since last wash	NULL	0	0
NCBI-BioSample-Packages-Attributes	diet		NULL	0	0
NCBI-BioSample-Packages-Attributes	sample storage temperature		NULL	0	0
NCBI-BioSample-Packages-Attributes	karyotype		NULL	0	0
NCBI-BioSample-Packages-Attributes	solar irradiance	the amount of solar energy that arrives at a specific area of a surface during a specific time interval	NULL	0	0
NCBI-BioSample-Packages-Attributes	soluble organic material	concentration of substances such as urea, fruit sugars, soluble proteins, drugs, pharmaceuticals, etc.	NULL	0	0
NCBI-BioSample-Packages-Attributes	pesticide regimen	information about treatment involving use of insecticides; should include the name of pesticide, amount administered, treatment duration, interval and total experimental duration; can include multiple pesticide regimens	NULL	0	0
NCBI-BioSample-Packages-Attributes	total depth of water column	measurement of total depth of water column	NULL	0	0
NCBI-BioSample-Packages-Attributes	organic nitrogen	concentration of organic nitrogen	NULL	0	0
NCBI-BioSample-Packages-Attributes	sub species		NULL	0	0
NCBI-BioSample-Packages-Attributes	mineral nutrient regimen	information about treatment involving the use of mineral supplements; should include the name of mineral nutrient, amount administered, treatment duration, interval and total experimental duration; can include multiple mineral nutrient regimens	NULL	0	0
NCBI-BioSample-Packages-Attributes	forma specialis	Usually applied to fungus adapted to a specific host.	NULL	0	0
NCBI-BioSample-Packages-Attributes	family role	relationships to other samples in the same study; can include multiple relationships	NULL	0	0
NCBI-BioSample-Packages-Attributes	twin sibling existence	specification of twin sibling presence	NULL	0	0
NCBI-BioSample-Packages-Attributes	dissolved inorganic nitrogen	concentration of dissolved inorganic nitrogen	NULL	0	0
NCBI-BioSample-Packages-Attributes	biomass	amount of biomass; should include the name for the part of biomass measured, e.g. microbial, total. can include multiple measurements	NULL	0	0
NCBI-BioSample-Packages-Attributes	phaeopigments	concentration of phaeopigments; can include multiple phaeopigments	NULL	0	0
NCBI-BioSample-Packages-Attributes	host genotype		NULL	0	0
NCBI-BioSample-Packages-Attributes	photon flux	measurement of photon flux	NULL	0	0
NCBI-BioSample-Packages-Attributes	dissolved hydrogen	concentration of dissolved hydrogen	NULL	0	0
NCBI-BioSample-Packages-Attributes	urogenital disorder	history of urogenital disorders, can include multiple disorders	NULL	0	0
NCBI-BioSample-Packages-Attributes	aluminium saturation	aluminum saturation (esp. for tropical soils)	NULL	0	0
NCBI-BioSample-Packages-Attributes	dominant hand	dominant hand of the subject	NULL	0	0
NCBI-BioSample-Packages-Attributes	host pulse	resting pulse of the host, measured as beats per minute	NULL	0	0
NCBI-BioSample-Packages-Attributes	host body mass index	body mass index of the host, calculated as weight/(height)squared	NULL	0	0
NCBI-BioSample-Packages-Attributes	ploidy	Ploidy level of genome (eg., haploid, diploid)	NULL	0	0
NCBI-BioSample-Packages-Attributes	chlorophyll	concentration of chlorophyll	NULL	0	0
NCBI-BioSample-Packages-Attributes	sample collection device or method	Method or device employed for collecting sample	NULL	0	0
NCBI-BioSample-Packages-Attributes	isolate name alias		NULL	0	0
NCBI-BioSample-Packages-Attributes	total organic carbon method	reference or method used in determining total organic C	NULL	0	0
NCBI-BioSample-Packages-Attributes	non mineral nutrient regimen	information about treatment involving the exposure of plant to non-mineral nutrient such as oxygen, hydrogen or carbon; should include the name of non-mineral nutrient, amount administered, treatment duration, interval and total experimental duration; can include multiple non-mineral nutrient regimens	NULL	0	0
NCBI-BioSample-Packages-Attributes	bromide	concentration of bromide	NULL	0	0
NCBI-BioSample-Packages-Attributes	breeding history		NULL	0	0
NCBI-BioSample-Packages-Attributes	host infra specific name	taxonomic information subspecies level	NULL	0	0
NCBI-BioSample-Packages-Attributes	indoor surface	type of indoor surface	NULL	0	0
NCBI-BioSample-Packages-Attributes	nose/mouth/teeth/throat disorder	history of nose/mouth/teeth/throat disorders; can include multiple disorders	NULL	0	0
NCBI-BioSample-Packages-Attributes	blood disorder	history of blood disorders; can include multiple disorders	NULL	0	0
NCBI-BioSample-Packages-Attributes	douche	date of most recent douche	NULL	0	0
NCBI-BioSample-Packages-Attributes	bacterial carbon production	measurement of bacterial carbon production	NULL	0	0
NCBI-BioSample-Packages-Attributes	liver disorder	history of liver disorders; can include multiple disorders	NULL	0	0
NCBI-BioSample-Packages-Attributes	gap study version	technical dictionary	NULL	0	0
NCBI-BioSample-Packages-Attributes	water content of soil	water content (g/g or cm3/cm3)	NULL	0	0
NCBI-BioSample-Packages-Attributes	absolute air humidity	actual mass of water vapor - mh20 - present in the air water vapor mixture	NULL	0	0
NCBI-BioSample-Packages-Attributes	study completion status	specification of study completion status, if no the reason should be specified	NULL	0	0
NCBI-BioSample-Packages-Attributes	standing water regimen	treatment involving an exposure to standing water during a plant's life span, types can be flood water or standing water; can include multiple regimens	NULL	0	0
NCBI-BioSample-Packages-Attributes	specimen voucher	Identifier for the physical specimen. Use format: "[&lt;institution-code&gt;:[&lt;collection-code&gt;:]]&lt;specimen_id&gt;", eg, "UAM:Mamm:52179". Intended as a reference to the physical specimen that remains after it was analyzed. If the specimen was destroyed in the process of analysis, electronic images (e-vouchers) are an adequate substitute for a physical voucher specimen. Ideally the specimens will be deposited in a curated museum, herbarium, or frozen tissue collection, but often they will remain in a personal or laboratory collection for some time before they are deposited in a curated collection. There are three forms of specimen_voucher qualifiers. If the text of the qualifier includes one or more colons it is a 'structured voucher'. Structured vouchers include institution-codes (and optional collection-codes) taken from a controlled vocabulary maintained by the INSDC that denotes the museum or herbarium collection where the specimen resides, please visit: http://www.insdc.org/controlled-vocabulary-specimenvoucher-qualifier.	NULL	0	0
NCBI-BioSample-Packages-Attributes	substructure type	substructure or under building is that largely hidden section of the building which is built off the foundations to the ground floor level	NULL	0	0
NCBI-BioSample-Packages-Attributes	subject is affected	Case vs control status for the subject of this sample, for case-control studies	NULL	0	0
NCBI-BioSample-Packages-Attributes	study name	dbgap_public dictionary	NULL	0	0
NCBI-BioSample-Packages-Attributes	pH method	reference or method used in determining pH	NULL	0	0
NCBI-BioSample-Packages-Attributes	pooling of DNA extracts	were multiple DNA extractions mixed? how many?	NULL	0	0
NCBI-BioSample-Packages-Attributes	water temperature regimen	information about treatment involving an exposure to water with varying degree of temperature; can include multiple regimens	NULL	0	0
NCBI-BioSample-Packages-Attributes	sample volume or weight for DNA extraction	volume (mL) or weight (g) of sample processed for DNA extraction	NULL	0	0
NCBI-BioSample-Packages-Attributes	host shape	morphological shape of host	NULL	0	0
NCBI-BioSample-Packages-Attributes	serovar	Taxonomy below subspecies; a variety (in bacteria, fungi or virus) usually based on its antigenic properties. Same as serovar and serotype. Sometimes used as species identifier in bacteria with shaky taxonomy, e.g. Leptospira, serovar saopaolo S76607 (65357 in Entrez).	NULL	0	0
NCBI-BioSample-Packages-Attributes	host taxonomy ID	NCBI taxonomy ID of the host, e.g. 9606	NULL	0	0
NCBI-BioSample-Packages-Attributes	turbidity	turbidity measurement	NULL	0	0
NCBI-BioSample-Packages-Attributes	sample use	dbgap_public dictionary	NULL	0	0
NCBI-BioSample-Packages-Attributes	gestation state	specification of the gestation state	NULL	0	0
NCBI-BioSample-Packages-Attributes	sample salinity		NULL	0	0
NCBI-BioSample-Packages-Attributes	humidity regimen	information about treatment involving an exposure to varying degree of humidity; information about treatment involving use of growth hormones; should include amount of humidity administered, treatment duration, interval and total experimental duration; can include multiple regimens	NULL	0	0
NCBI-BioSample-Packages-Attributes	strain	microbial or eukaryotic strain name	NULL	0	0
NCBI-BioSample-Packages-Attributes	microbial biomass	the part of the organic matter in the soil that constitutes living microorganisms smaller than 5-10 µm. IF you keep this, you would need to have correction factors used for conversion to the final units, which should be mg C (or N)/kg soil).	NULL	0	0
NCBI-BioSample-Packages-Attributes	geographic location	Geographical origin of the sample; use the appropriate name from this list http://www.insdc.org/documents/country-qualifier-vocabulary. Use a colon to separate the country or ocean from more detailed information about the location, eg "Canada: Vancouver" or "Germany: halfway down Zugspitze, Alps"	NULL	0	0
NCBI-BioSample-Packages-Attributes	bishomohopanol	concentration of bishomohopanol	NULL	0	0
NCBI-BioSample-Packages-Attributes	family id		NULL	0	0
NCBI-BioSample-Packages-Attributes	dose		NULL	0	0
NCBI-BioSample-Packages-Attributes	herbicide regimen	information about treatment involving use of herbicides; information about treatment involving use of growth hormones; should include the name of herbicide, amount administered, treatment duration, interval and total experimental duration; can include multiple regimens	NULL	0	0
NCBI-BioSample-Packages-Attributes	total particulate carbon	total particulate carbon content	NULL	0	0
NCBI-BioSample-Packages-Attributes	water content	water content measurement	NULL	0	0
NCBI-BioSample-Packages-Attributes	component organism	a component organism of the mixed sample; use the full taxonomic name, eg, "Bordetella pertussis"	NULL	0	0
NCBI-BioSample-Packages-Attributes	particulate organic carbon	concentration of particulate organic carbon	NULL	0	0
NCBI-BioSample-Packages-Attributes	host length	the length of subject	NULL	0	0
NCBI-BioSample-Packages-Attributes	aluminium saturation method	reference or method used in determining Al saturation	NULL	0	0
NCBI-BioSample-Packages-Attributes	tidal stage	stage of tide	NULL	0	0
NCBI-BioSample-Packages-Attributes	environment material	material that was displaced by the sample, or material in which a sample was embedded, prior to the sampling event.  Examples include: air, soil, or water. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO	NULL	0	0
NCBI-BioSample-Packages-Attributes	mating type		NULL	0	0
NCBI-BioSample-Packages-Attributes	host total mass	total mass of the host at collection, the unit depends on host	NULL	0	0
NCBI-BioSample-Packages-Attributes	gap consent short name	technical dictionary	NULL	0	0
NCBI-BioSample-Packages-Attributes	major diet change in last six months	specification of major diet changes in the last six months, if yes the change should be specified	NULL	0	0
NCBI-BioSample-Packages-Attributes	indoor space	a distinguishable space within a structure, the purpose for which discrete areas of a building is used	NULL	0	0
NCBI-BioSample-Packages-Attributes	haplotype	Name of the haplotype. Primarily used for identification. A combination of alleles at multiple loci on the same chromosome that are closely linked and tend to be inherited as a unit.	NULL	0	0
NCBI-BioSample-Packages-Attributes	relationship to oxygen	Aerobic or anaerobic	NULL	0	0
NCBI-BioSample-Packages-Attributes	encoded traits	Traits like antibiotic resistance/xenobiotic degration phenotypes/converting phage genes	NULL	0	0
